q torque X Z vX vZ pasEffectue 
0.035841 15433.870644 -0.000312 -0.012090 -0.000841 -0.137716 0
0.035841 15433.870644 -0.000319 -0.014761 -0.000779 -0.175008 0
0.035884 15626.099624 -0.000319 -0.014761 -0.000779 -0.175008 0
0.035884 15626.099624 -0.000319 -0.014761 -0.000779 -0.175008 0
0.035884 15626.099624 -0.000328 -0.018050 -0.000856 -0.215385 0
0.036724 15477.596454 -0.000328 -0.018050 -0.000856 -0.215385 0
0.036724 15477.596454 -0.000328 -0.018050 -0.000856 -0.215385 0
0.036724 15477.596454 -0.000328 -0.018050 -0.000856 -0.215385 0
0.036724 15477.596454 -0.000333 -0.022017 -0.000625 -0.260030 0
0.038186 16146.418507 -0.000333 -0.022017 -0.000625 -0.260030 0
0.038186 16146.418507 -0.000333 -0.022017 -0.000625 -0.260030 0
0.038186 16146.418507 -0.000342 -0.026692 -0.000901 -0.307207 0
0.040652 16230.265977 -0.000342 -0.026692 -0.000901 -0.307207 0
0.040652 16230.265977 -0.000342 -0.026692 -0.000901 -0.307207 0
0.040652 16230.265977 -0.000344 -0.032091 -0.000442 -0.356051 0
0.044081 17405.322935 -0.000344 -0.032091 -0.000442 -0.356051 0
0.044081 17405.322935 -0.000344 -0.032091 -0.000442 -0.356051 0
0.044081 17405.322935 -0.000344 -0.032091 -0.000442 -0.356051 0
0.044081 17405.322935 -0.000354 -0.038277 -0.000957 -0.409409 0
0.048780 17970.036781 -0.000354 -0.038277 -0.000957 -0.409409 0
0.048780 17970.036781 -0.000354 -0.038277 -0.000957 -0.409409 0
0.048780 17970.036781 -0.000352 -0.045275 -0.000242 -0.465144 0
0.054747 19181.434823 -0.000352 -0.045275 -0.000242 -0.465144 0
0.054747 19181.434823 -0.000352 -0.045275 -0.000242 -0.465144 0
0.054747 19181.434823 -0.000363 -0.053105 -0.001008 -0.522907 0
0.062230 20412.610107 -0.000363 -0.053105 -0.001008 -0.522907 0
0.062230 20412.610107 -0.000363 -0.053105 -0.001008 -0.522907 0
0.062230 20412.610107 -0.000363 -0.053105 -0.001008 -0.522907 0
0.062230 20412.610107 -0.000358 -0.061816 -0.000060 -0.584513 0
0.071604 21866.853138 -0.000358 -0.061816 -0.000060 -0.584513 0
0.071604 21866.853138 -0.000358 -0.061816 -0.000060 -0.584513 0
0.071604 21866.853138 -0.000370 -0.071420 -0.001066 -0.647625 0
0.083206 23719.091092 -0.000370 -0.071420 -0.001066 -0.647625 0
0.083206 23719.091092 -0.000370 -0.071420 -0.001066 -0.647625 0
0.083206 23719.091092 -0.000361 -0.081924 0.000130 -0.712146 0
5.169049 324221.515976 -0.000361 -0.081924 0.000130 -0.712146 1
5.071290 325574.196748 -0.000361 -0.081924 0.000130 -0.712146 1
4.932870 323917.743420 -0.000361 -0.081924 0.000130 -0.712146 1
4.759342 319538.887834 0.000220 -0.094367 0.035137 -0.840989 1
2.458244 62399.399881 0.000220 -0.094367 0.035137 -0.840989 1
2.237817 63950.603886 0.000220 -0.094367 0.035137 -0.840989 1
2.073953 65161.833874 0.000915 -0.108374 0.042581 -0.948783 1
1.309443 36488.381084 0.000915 -0.108374 0.042581 -0.948783 1
1.194452 36303.661099 0.000915 -0.108374 0.042581 -0.948783 1
1.062039 35252.617484 0.001727 -0.123855 0.050479 -1.052699 1
0.692152 28372.087086 0.001727 -0.123855 0.050479 -1.052699 1
0.646616 28424.548956 0.001727 -0.123855 0.050479 -1.052699 1
0.632870 28499.398442 0.001727 -0.123855 0.050479 -1.052699 1
0.618619 28589.639883 0.002546 -0.140762 0.051690 -1.155181 1
0.542081 30798.731460 0.002546 -0.140762 0.051690 -1.155181 1
0.541721 30217.817456 0.002546 -0.140762 0.051690 -1.155181 1
0.533165 30367.988611 0.003333 -0.159081 0.050538 -1.258228 1
0.539603 32841.587602 0.003333 -0.159081 0.050538 -1.258228 1
0.548927 32170.867530 0.003333 -0.159081 0.050538 -1.258228 1
0.550114 32588.407930 0.004100 -0.178699 0.050076 -1.355770 1
0.593325 36120.803096 0.004100 -0.178699 0.050076 -1.355770 1
0.626145 35950.121964 0.004100 -0.178699 0.050076 -1.355770 1
0.641666 36860.488795 0.004100 -0.178699 0.050076 -1.355770 1
0.660714 37932.629709 0.004824 -0.199445 0.048284 -1.444216 1
0.701941 39519.244125 0.004824 -0.199445 0.048284 -1.444216 1
0.788617 40959.510030 0.004824 -0.199445 0.048284 -1.444216 1
0.832076 42864.235558 0.005507 -0.221166 0.046512 -1.524437 1
0.849031 41649.294980 0.005507 -0.221166 0.046512 -1.524437 1
1.034072 45927.334276 0.005507 -0.221166 0.046512 -1.524437 1
1.131831 49663.320470 0.006109 -0.243708 0.042204 -1.596208 1
1.102113 44381.893833 0.006109 -0.243708 0.042204 -1.596208 1
1.896435 67684.133493 0.006109 -0.243708 0.042204 -1.596208 1
